cluster_id	n_genomes	n_studies	n_classes	top_genus
OMDBv2.0_AA_G_NR100_000151301286	1	1	1	Pseudomaricurvus
OMDBv2.0_AA_G_NR100_000159578369	1	1	1	CAIUPE01
OMDBv2.0_AA_G_NR100_000138008998	1	1	1	Simiduia
OMDBv2.0_AA_G_NR100_000150261657	1	1	1	Lacisediminimonas
OMDBv2.0_AA_G_NR100_000040653897	1	1	1	Unknown JAPHRK01
OMDBv2.0_AA_G_NR100_000041676253	1	1	1	Unknown J153
OMDBv2.0_AA_G_NR100_000137257326	1	1	1	Bacillus_T
OMDBv2.0_AA_G_NR100_000167601064	1	1	1	JAACFB01
OMDBv2.0_AA_G_NR100_000054359155	1	1	1	JBCBWG01
OMDBv2.0_AA_G_NR100_000198786918	1	1	1	Rickettsia
OMDBv2.0_AA_G_NR100_000236108714	1	1	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000010182152	1	1	1	Unknown UBA6503
OMDBv2.0_AA_G_NR100_000040423188	1	1	1	Spongiibacter
OMDBv2.0_AA_G_NR100_000079058681	1	1	1	Aquella
OMDBv2.0_AA_G_NR100_000129834858	1	1	1	JAPOXR01
OMDBv2.0_AA_G_NR100_000148243847	1	1	1	Legionella_B
OMDBv2.0_AA_G_NR100_000151379301	1	1	1	Aquisalimonas
OMDBv2.0_AA_G_NR100_000153155608	1	1	1	Azospira
OMDBv2.0_AA_G_NR100_000161634451	1	1	1	Sneathiella
OMDBv2.0_AA_G_NR100_000227983747	1	1	1	Unknown Hepatobacteraceae
OMDBv2.0_AA_G_NR100_000077362338	1	1	1	Unknown UBA1664
OMDBv2.0_AA_G_NR100_000136435624	1	1	1	Alkalilimnicola
OMDBv2.0_AA_G_NR100_000136477759	1	1	1	Halorhodospira
OMDBv2.0_AA_G_NR100_000145228340	1	1	1	Blastococcus
OMDBv2.0_AA_G_NR100_000153153011	1	1	1	Sphingobium
OMDBv2.0_AA_G_NR100_000191856261	1	1	1	GCA-2683405
OMDBv2.0_AA_G_NR100_000192514166	1	1	1	JAFIFT01
OMDBv2.0_AA_G_NR100_000198698057	1	1	1	Hirschia
OMDBv2.0_AA_G_NR100_000208563409	1	1	1	JABSSC01
OMDBv2.0_AA_G_NR100_000018537443	1	1	1	JABSSF01
OMDBv2.0_AA_G_NR100_000084493116	1	1	1	Tateyamaria
OMDBv2.0_AA_G_NR100_000104052341	1	1	1	Rubrivivax
OMDBv2.0_AA_G_NR100_000132072424	1	1	1	WFHF3C12
OMDBv2.0_AA_G_NR100_000138595736	1	1	1	Curvibacter
OMDBv2.0_AA_G_NR100_000143590914	1	1	1	Pollutimonas
OMDBv2.0_AA_G_NR100_000159790404	1	1	1	JANQNX01
OMDBv2.0_AA_G_NR100_000162227022	1	1	1	Amylibacter
OMDBv2.0_AA_G_NR100_000210682505	1	1	1	Unknown CALFWJ01
OMDBv2.0_AA_G_NR100_000242602602	1	1	1	JANXSS01
OMDBv2.0_AA_G_NR100_000244343521	1	1	1	Marinobacter
OMDBv2.0_AA_G_NR100_000211890276	1	1	1	Nitrosopumilus
OMDBv2.0_AA_G_NR100_000236237120	1	1	1	Moraxella_A
OMDBv2.0_AA_G_NR100_000136538249	1	1	1	Acidiphilium
OMDBv2.0_AA_G_NR100_000245744838	1	1	1	Pelagerythrobacter
OMDBv2.0_AA_G_NR100_000044190011	1	1	1	Unknown Desulfosarcinaceae
OMDBv2.0_AA_G_NR100_000066495832	1	1	1	Georhizobium
OMDBv2.0_AA_G_NR100_000246222110	1	1	1	Unknown UBA3002
OMDBv2.0_AA_G_NR100_000126338441	1	1	1	JADHLJ01
OMDBv2.0_AA_G_NR100_000206437783	1	1	1	Limnobacter
OMDBv2.0_AA_G_NR100_000228398174	1	1	1	Tateyamaria
OMDBv2.0_AA_G_NR100_000247073227	1	1	1	UBA213
OMDBv2.0_AA_G_NR100_000089162238	1	1	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000217512203	1	1	1	Cupriavidus
OMDBv2.0_AA_G_NR100_000159360744	1	1	1	CAIUPE01
OMDBv2.0_AA_G_NR100_000060060227	1	1	1	JAYZAP01
OMDBv2.0_AA_G_NR100_000104287520	1	1	1	WLXB01
OMDBv2.0_AA_G_NR100_000128039910	1	1	1	UBA3077
OMDBv2.0_AA_G_NR100_000019150082	1	1	1	Unknown Bacteria
OMDBv2.0_AA_G_NR100_000041723799	1	1	1	JAKSBE01
OMDBv2.0_AA_G_NR100_000163877325	1	1	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000242947202	1	1	1	Zwartia
OMDBv2.0_AA_G_NR100_000203431226	1	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000137257325	1	1	1	Bacillus_T
OMDBv2.0_AA_G_NR100_000201499155	1	1	1	Maricaulis
OMDBv2.0_AA_G_NR100_000035926105	1	1	1	CAKZYD01
OMDBv2.0_AA_G_NR100_000053921908	1	1	1	E44-bin32
OMDBv2.0_AA_G_NR100_000132236774	1	1	1	Bordetella
OMDBv2.0_AA_G_NR100_000145813988	1	1	1	Polynucleobacter
OMDBv2.0_AA_G_NR100_000218174047	1	1	1	Marinobacter
OMDBv2.0_AA_G_NR100_000234061730	1	1	1	Actimicrobium
OMDBv2.0_AA_G_NR100_000072320456	1	1	1	JAAXHV01
OMDBv2.0_AA_G_NR100_000122912579	1	1	1	JAJEBT01
OMDBv2.0_AA_G_NR100_000030281741	1	1	1	Bradyrhizobium
OMDBv2.0_AA_G_NR100_000043937631	1	1	1	JAAEUE01
OMDBv2.0_AA_G_NR100_000170461719	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000160311310	1	1	1	Unknown JALZUV01
OMDBv2.0_AA_G_NR100_000197859506	1	1	1	JACKII01
OMDBv2.0_AA_G_NR100_000198683837	1	1	1	Oceanospirillum
OMDBv2.0_AA_G_NR100_000126338442	1	1	1	JADHLJ01
OMDBv2.0_AA_G_NR100_000166758912	1	1	1	DATIRA01
OMDBv2.0_AA_G_NR100_000166918165	1	1	1	CALKKN01
OMDBv2.0_AA_G_NR100_000167405913	1	1	1	JARRJC01
OMDBv2.0_AA_G_NR100_000171831388	1	1	1	Microbaculum
OMDBv2.0_AA_G_NR100_000238613507	1	1	1	JACZWL01
OMDBv2.0_AA_G_NR100_000023178445	1	1	1	JASMHE01
OMDBv2.0_AA_G_NR100_000030283549	1	1	1	Bradyrhizobium
OMDBv2.0_AA_G_NR100_000038740829	1	1	1	Acinetobacter
OMDBv2.0_AA_G_NR100_000051879000	1	1	1	Henriciella
OMDBv2.0_AA_G_NR100_000131108804	1	1	1	SZUA-35
OMDBv2.0_AA_G_NR100_000244510797	1	1	1	JAACFB01
OMDBv2.0_AA_G_NR100_000007088861	1	1	1	Unknown CAIRSR01
OMDBv2.0_AA_G_NR100_000080115980	1	1	1	Antarctobacter
OMDBv2.0_AA_G_NR100_000123028058	1	1	1	Unknown JAJDZL01
OMDBv2.0_AA_G_NR100_000127035653	1	1	1	Maricaulis
OMDBv2.0_AA_G_NR100_000041268381	1	1	1	JANQLT01
OMDBv2.0_AA_G_NR100_000201546178	1	1	1	JACKII01
OMDBv2.0_AA_G_NR100_000206438929	1	1	1	Limnobacter
OMDBv2.0_AA_G_NR100_000007365829	1	1	1	Unknown Desulfosarcinaceae
OMDBv2.0_AA_G_NR100_000035925314	1	1	1	CAKZYD01
OMDBv2.0_AA_G_NR100_000139989783	1	1	1	Legionella
OMDBv2.0_AA_G_NR100_000162733486	1	1	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000081699841	1	1	1	Nevskia
OMDBv2.0_AA_G_NR100_000125629440	1	1	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000103666136	1	1	1	FEB-7
OMDBv2.0_AA_G_NR100_000140626554	1	1	1	Limnohabitans_A
OMDBv2.0_AA_G_NR100_000162572447	1	1	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000214453564	1	1	1	Unknown Tethybacterales
OMDBv2.0_AA_G_NR100_000229076897	1	1	1	CAJXVA01
OMDBv2.0_AA_G_NR100_000192486246	1	1	1	Heliomarina
OMDBv2.0_AA_G_NR100_000231750175	1	1	1	Vreelandella
OMDBv2.0_AA_G_NR100_000161145433	1	1	1	Porticoccus
OMDBv2.0_AA_G_NR100_000209086844	1	1	1	Henriciella
OMDBv2.0_AA_G_NR100_000244606002	1	1	1	JAACFE01
OMDBv2.0_AA_G_NR100_000009901420	1	1	1	Nitrosotalea
OMDBv2.0_AA_G_NR100_000076490275	1	1	1	Opacimonas
OMDBv2.0_AA_G_NR100_000107675334	1	1	1	Rariloculus
OMDBv2.0_AA_G_NR100_000239636376	1	1	1	Unknown JAPPOO01
OMDBv2.0_AA_G_NR100_000051823415	1	1	1	Cohaesibacter
OMDBv2.0_AA_G_NR100_000088896076	1	1	1	Neorhizobium
OMDBv2.0_AA_G_NR100_000170364450	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000037271885	1	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000035592774	1	1	1	UBA7957
OMDBv2.0_AA_G_NR100_000041307343	1	1	1	Unknown CADEGL01
OMDBv2.0_AA_G_NR100_000110588362	1	1	1	Bin65
OMDBv2.0_AA_G_NR100_000138856633	1	1	1	Geminicoccus
OMDBv2.0_AA_G_NR100_000144174298	1	1	1	Rhodopseudomonas
OMDBv2.0_AA_G_NR100_000147471355	1	1	1	Rhodovarius
OMDBv2.0_AA_G_NR100_000004182257	1	1	1	Rubrivivax
OMDBv2.0_AA_G_NR100_000035399300	1	1	1	JABJJH01
OMDBv2.0_AA_G_NR100_000041327165	1	1	1	Desulfobacula
OMDBv2.0_AA_G_NR100_000166322627	1	1	1	DRGT01
OMDBv2.0_AA_G_NR100_000234369556	1	1	1	Unknown JAJNBL01
OMDBv2.0_AA_G_NR100_000000293974	1	1	1	Marinobacter
OMDBv2.0_AA_G_NR100_000233782335	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000228108271	1	1	1	Aliikangiella
OMDBv2.0_AA_G_NR100_000002741208	1	1	1	Unknown CAJQPC01
OMDBv2.0_AA_G_NR100_000161150908	1	1	1	Sulfitobacter
OMDBv2.0_AA_G_NR100_000243805551	1	1	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000242767014	1	1	1	Sulfitobacter
OMDBv2.0_AA_G_NR100_000040090926	1	1	1	Nocardioides
OMDBv2.0_AA_G_NR100_000178600093	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000162973664	1	1	1	Marinobacter
OMDBv2.0_AA_G_NR100_000220361596	1	1	1	Yoonia
OMDBv2.0_AA_G_NR100_000194731659	1	1	1	GCA-2717185
OMDBv2.0_AA_G_NR100_000167596083	1	1	1	QNFN01
OMDBv2.0_AA_G_NR100_000202688163	1	1	1	Yoonia
OMDBv2.0_AA_G_NR100_000126144743	1	1	1	UBA7359
OMDBv2.0_AA_G_NR100_000201552997	1	1	1	Celeribacter
OMDBv2.0_AA_G_NR100_000101669954	1	1	1	MPNP01
OMDBv2.0_AA_G_NR100_000009526227	1	1	1	SG8-40
OMDBv2.0_AA_G_NR100_000201633255	1	1	1	Ascidiaceihabitans
OMDBv2.0_AA_G_NR100_000228628528	1	1	1	G013214665
OMDBv2.0_AA_G_NR100_000248845561	1	1	1	SPGG2
OMDBv2.0_AA_G_NR100_000197325667	1	1	1	UBA3470
OMDBv2.0_AA_G_NR100_000001806360	1	1	1	JAAESX01
OMDBv2.0_AA_G_NR100_000044256863	1	1	1	Unknown Cyanobacteriales
OMDBv2.0_AA_G_NR100_000058596349	1	1	1	JAPYTK01
OMDBv2.0_AA_G_NR100_000161335885	1	1	1	Unknown GCA-2862545
OMDBv2.0_AA_G_NR100_000195495687	1	1	1	QFOX01
OMDBv2.0_AA_G_NR100_000038345217	1	1	1	Micavibrio
OMDBv2.0_AA_G_NR100_000248090946	1	1	1	B93T1B8
OMDBv2.0_AA_G_NR100_000128038096	1	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000171874788	1	1	1	Aeoliella
OMDBv2.0_AA_G_NR100_000197454345	1	1	1	Roseibium
OMDBv2.0_AA_G_NR100_000231755283	1	1	1	Eutrophovita
OMDBv2.0_AA_G_NR100_000187144393	1	1	1	Marinobacter
OMDBv2.0_AA_G_NR100_000245371524	1	1	1	Azonexus
OMDBv2.0_AA_G_NR100_000033848729	1	1	1	Unknown SXRF01
OMDBv2.0_AA_G_NR100_000248093519	1	1	1	JACZQZ01
OMDBv2.0_AA_G_NR100_000009609918	1	1	1	JAABRB01
OMDBv2.0_AA_G_NR100_000035399302	1	1	1	JABJJH01
OMDBv2.0_AA_G_NR100_000043585977	1	1	1	JAHELT01
OMDBv2.0_AA_G_NR100_000204771041	1	1	1	JACKIG01
OMDBv2.0_AA_G_NR100_000107578341	1	1	1	JAHDDY01
OMDBv2.0_AA_G_NR100_000127976090	1	1	1	NORP23
OMDBv2.0_AA_G_NR100_000041500288	1	1	1	Unknown DC-out160
OMDBv2.0_AA_G_NR100_000248286940	1	1	1	Mesorhizobium
OMDBv2.0_AA_G_NR100_000118058432	1	1	1	Poriferisodalis
OMDBv2.0_AA_G_NR100_000166853277	1	1	1	GCA-001735895
OMDBv2.0_AA_G_NR100_000078957196	1	1	1	JANSWW01
OMDBv2.0_AA_G_NR100_000104663059	1	1	1	JAQCKY01
OMDBv2.0_AA_G_NR100_000118377094	1	1	1	JAAXHV01
OMDBv2.0_AA_G_NR100_000144283186	1	1	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000146354731	1	1	1	Paroceanicella
OMDBv2.0_AA_G_NR100_000150155647	1	1	1	Rhodospira
OMDBv2.0_AA_G_NR100_000165987939	1	1	1	JASBSO01
OMDBv2.0_AA_G_NR100_000001742538	1	1	1	Unknown JABHCV01
OMDBv2.0_AA_G_NR100_000024401569	1	1	1	Raskinella
OMDBv2.0_AA_G_NR100_000034920895	1	1	1	Haematospirillum
OMDBv2.0_AA_G_NR100_000043552307	1	1	1	JASJBY01
OMDBv2.0_AA_G_NR100_000069160131	1	1	1	NORP23
OMDBv2.0_AA_G_NR100_000136645866	1	1	1	Sphaerotilus
OMDBv2.0_AA_G_NR100_000137958844	1	1	1	Palleronia
OMDBv2.0_AA_G_NR100_000138545923	1	1	1	Elioraea
OMDBv2.0_AA_G_NR100_000140486314	1	1	1	Filomicrobium
OMDBv2.0_AA_G_NR100_000160561624	1	1	1	JAHQVI01
OMDBv2.0_AA_G_NR100_000198698431	1	1	1	Hirschia
OMDBv2.0_AA_G_NR100_000227819294	1	1	1	Unknown Rhizobiaceae
OMDBv2.0_AA_G_NR100_000068638682	1	1	1	Unknown BM303
OMDBv2.0_AA_G_NR100_000136538085	1	1	1	Acidiphilium
OMDBv2.0_AA_G_NR100_000143263967	1	1	1	Pseudooceanicola
OMDBv2.0_AA_G_NR100_000160562177	1	1	1	JAHQVI01
OMDBv2.0_AA_G_NR100_000174291032	1	1	1	Unknown JAJFHC01
OMDBv2.0_AA_G_NR100_000175217412	1	1	1	Halioxenophilus
OMDBv2.0_AA_G_NR100_000189466037	1	1	1	CAXGMH01
OMDBv2.0_AA_G_NR100_000217512911	1	1	1	Cupriavidus
OMDBv2.0_AA_G_NR100_000236693004	1	1	1	Maricaulis
OMDBv2.0_AA_G_NR100_000007143502	1	1	1	SG8-41
OMDBv2.0_AA_G_NR100_000043543037	1	1	1	Unknown Competibacteraceae
OMDBv2.0_AA_G_NR100_000110377521	1	1	1	JAJDZL01
OMDBv2.0_AA_G_NR100_000139679588	1	1	1	Iodidimonas
OMDBv2.0_AA_G_NR100_000147250738	1	1	1	Undibacterium
OMDBv2.0_AA_G_NR100_000170282471	1	1	1	Unknown UBA6615
OMDBv2.0_AA_G_NR100_000181236604	1	1	1	Rhodocyclus
OMDBv2.0_AA_G_NR100_000182755661	1	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000184467531	1	1	1	UBA1908
OMDBv2.0_AA_G_NR100_000010089856	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000038584715	1	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000081982608	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000144572142	1	1	1	Rhodoblastus
OMDBv2.0_AA_G_NR100_000148046255	1	1	1	Paracraurococcus
OMDBv2.0_AA_G_NR100_000150977224	1	1	1	Aquabacterium
OMDBv2.0_AA_G_NR100_000175066030	1	1	1	JADZAI01
OMDBv2.0_AA_G_NR100_000225874907	1	1	1	Hyphomicrobium_A
OMDBv2.0_AA_G_NR100_000043715851	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000152789118	1	1	1	Desulfonema
OMDBv2.0_AA_G_NR100_000154303189	1	1	1	Unknown Arenicellales
OMDBv2.0_AA_G_NR100_000189107166	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000217917829	1	1	1	UBA5336
OMDBv2.0_AA_G_NR100_000034229655	1	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000144568916	1	1	1	Rhodoblastus
OMDBv2.0_AA_G_NR100_000150989524	1	1	1	Microvirga
OMDBv2.0_AA_G_NR100_000181994236	1	1	1	Unknown DSM-21967
OMDBv2.0_AA_G_NR100_000222069737	1	1	1	Unknown JAJFHC01
OMDBv2.0_AA_G_NR100_000226600612	1	1	1	GCA-2402195
OMDBv2.0_AA_G_NR100_000238615900	1	1	1	JAJRYK01
OMDBv2.0_AA_G_NR100_000241771447	1	1	1	SG8-38
OMDBv2.0_AA_G_NR100_000032960383	1	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000144148705	1	1	1	Pseudovibrio
OMDBv2.0_AA_G_NR100_000153778032	1	1	1	Thalassocella
OMDBv2.0_AA_G_NR100_000232563872	1	1	1	Robiginitomaculum
OMDBv2.0_AA_G_NR100_000010976825	1	1	1	Unknown JAHIVH01
OMDBv2.0_AA_G_NR100_000085284872	1	1	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000142227294	1	1	1	Oleiphilus
OMDBv2.0_AA_G_NR100_000147806013	1	1	1	Tropicimonas
OMDBv2.0_AA_G_NR100_000168157179	1	1	1	Unknown DSM-6294
OMDBv2.0_AA_G_NR100_000175247596	1	1	1	Unknown JACAEB01
OMDBv2.0_AA_G_NR100_000229313841	1	1	1	UBA5868
OMDBv2.0_AA_G_NR100_000010123773	1	1	1	WGLT01
OMDBv2.0_AA_G_NR100_000018583115	1	1	1	CAKMZU01
OMDBv2.0_AA_G_NR100_000044067184	1	1	1	Haliangium
OMDBv2.0_AA_G_NR100_000053811528	1	1	1	JANQOC01
OMDBv2.0_AA_G_NR100_000062776783	1	1	1	JACESU01
OMDBv2.0_AA_G_NR100_000147992156	1	1	1	Siculibacillus
OMDBv2.0_AA_G_NR100_000149325393	1	1	1	Roseibium
OMDBv2.0_AA_G_NR100_000191149856	1	1	1	Unknown Parvibaculaceae
OMDBv2.0_AA_G_NR100_000229187807	1	1	1	Unknown Hyphomonadaceae
OMDBv2.0_AA_G_NR100_000246786553	1	1	1	JAUVQU01
OMDBv2.0_AA_G_NR100_000173745498	1	1	1	WLWT01
OMDBv2.0_AA_G_NR100_000009386891	1	1	1	Unknown JAJPIJ01
OMDBv2.0_AA_G_NR100_000043612471	1	1	1	Agarilytica
OMDBv2.0_AA_G_NR100_000043995462	1	1	1	Unknown JABDKV01
OMDBv2.0_AA_G_NR100_000138470226	1	1	1	Neomegalonema
OMDBv2.0_AA_G_NR100_000141603237	1	1	1	Hydrogenophaga
OMDBv2.0_AA_G_NR100_000181370245	1	1	1	JALQTR01
OMDBv2.0_AA_G_NR100_000203952385	1	1	1	Sphaerotilus
OMDBv2.0_AA_G_NR100_000006615139	1	1	1	JASMHE01
OMDBv2.0_AA_G_NR100_000038477858	1	1	1	Thalassobaculum_A
OMDBv2.0_AA_G_NR100_000043890168	1	1	1	JASJDC01
OMDBv2.0_AA_G_NR100_000136732203	1	1	1	Teredinibacter
OMDBv2.0_AA_G_NR100_000137659554	1	1	1	Micavibrio
OMDBv2.0_AA_G_NR100_000145959188	1	1	1	Parvibium
OMDBv2.0_AA_G_NR100_000194939785	1	1	1	UBA3002
OMDBv2.0_AA_G_NR100_000242599985	1	1	1	JANXSS01
OMDBv2.0_AA_G_NR100_000010077711	1	1	1	JAHIVH01
OMDBv2.0_AA_G_NR100_000038344670	1	1	1	Micavibrio
OMDBv2.0_AA_G_NR100_000231214710	1	1	1	Temperatibacter
OMDBv2.0_AA_G_NR100_000234195511	1	1	1	CANLBN01
OMDBv2.0_AA_G_NR100_000043603066	1	1	1	JAUXGQ01
OMDBv2.0_AA_G_NR100_000171830233	1	1	1	Microbaculum
OMDBv2.0_AA_G_NR100_000229499162	1	1	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000109110049	1	1	1	JAJDXW01
OMDBv2.0_AA_G_NR100_000147824442	1	1	1	Qipengyuania_B
OMDBv2.0_AA_G_NR100_000165987170	1	1	1	JASBSO01
OMDBv2.0_AA_G_NR100_000167632461	1	1	1	UBA2965
OMDBv2.0_AA_G_NR100_000236772859	1	1	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000140303996	1	1	1	Serpentinimonas
OMDBv2.0_AA_G_NR100_000153689489	1	1	1	Legionella_A
OMDBv2.0_AA_G_NR100_000080803412	1	1	1	RI-95
OMDBv2.0_AA_G_NR100_000146002846	1	1	1	Altererythrobacter_H
OMDBv2.0_AA_G_NR100_000146504303	1	1	1	Cohaesibacter
OMDBv2.0_AA_G_NR100_000147095450	1	1	1	Haloplanus
OMDBv2.0_AA_G_NR100_000239019334	1	1	1	DAOVVL01
OMDBv2.0_AA_G_NR100_000036761596	1	1	1	EhC02
OMDBv2.0_AA_G_NR100_000129007724	1	1	1	JALUTE01
OMDBv2.0_AA_G_NR100_000160310325	1	1	1	TMED27
OMDBv2.0_AA_G_NR100_000175481872	1	1	1	JAUICS01
OMDBv2.0_AA_G_NR100_000191856153	1	1	1	GCA-2683405
OMDBv2.0_AA_G_NR100_000140487552	1	1	1	Filomicrobium
OMDBv2.0_AA_G_NR100_000144826335	1	1	1	Pannonibacter
OMDBv2.0_AA_G_NR100_000150156340	1	1	1	Rhodospira
OMDBv2.0_AA_G_NR100_000170409810	1	1	1	JBFKGW01
OMDBv2.0_AA_G_NR100_000043542164	1	1	1	Unknown Competibacteraceae
OMDBv2.0_AA_G_NR100_000054111665	1	1	1	JANQQC01
OMDBv2.0_AA_G_NR100_000129106154	1	1	1	JALURZ01
OMDBv2.0_AA_G_NR100_000136378477	1	1	1	Parerythrobacter
OMDBv2.0_AA_G_NR100_000141238528	1	1	1	Caenibius
OMDBv2.0_AA_G_NR100_000153267863	1	1	1	Pseudaquidulcibacter
OMDBv2.0_AA_G_NR100_000198698135	1	1	1	Hirschia
OMDBv2.0_AA_G_NR100_000202531991	1	1	1	Hoeflea_A
OMDBv2.0_AA_G_NR100_000082045959	1	1	1	UBA3002
OMDBv2.0_AA_G_NR100_000139917817	1	1	1	Paracoccus
OMDBv2.0_AA_G_NR100_000217775155	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000040412252	1	1	1	JAWKXU01
OMDBv2.0_AA_G_NR100_000246101837	1	1	1	BOKV01
OMDBv2.0_AA_G_NR100_000053866420	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000148049409	1	1	1	Paracraurococcus
OMDBv2.0_AA_G_NR100_000150714389	1	1	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000191847547	1	1	1	Stappia
OMDBv2.0_AA_G_NR100_000234770838	1	1	1	Oceanicella
OMDBv2.0_AA_G_NR100_000006779469	1	1	1	Unknown JANQMY01
OMDBv2.0_AA_G_NR100_000218498552	1	1	1	Unknown VGDZ01
OMDBv2.0_AA_G_NR100_000043819286	1	1	1	Unknown DSM-21967
OMDBv2.0_AA_G_NR100_000069307261	1	1	1	Robiginitomaculum_B
OMDBv2.0_AA_G_NR100_000145405153	1	1	1	Sediminicurvatus
OMDBv2.0_AA_G_NR100_000148112898	1	1	1	Solimicrobium
OMDBv2.0_AA_G_NR100_000151109095	1	1	1	Modicisalibacter
OMDBv2.0_AA_G_NR100_000204754046	1	1	1	Unknown Persebacteraceae
OMDBv2.0_AA_G_NR100_000053821879	1	1	1	Unknown Tethybacterales
OMDBv2.0_AA_G_NR100_000145195155	1	1	1	Fokinia
OMDBv2.0_AA_G_NR100_000159817340	1	1	1	Erythrobacter
OMDBv2.0_AA_G_NR100_000197080829	1	1	1	Xanthobacter
OMDBv2.0_AA_G_NR100_000141217897	1	1	1	Frigidibacter
OMDBv2.0_AA_G_NR100_000146141892	1	1	1	Pseudolabrys
OMDBv2.0_AA_G_NR100_000181228012	1	1	1	Cereibacter_A
OMDBv2.0_AA_G_NR100_000041468837	1	1	1	UBA2767
OMDBv2.0_AA_G_NR100_000153411778	1	1	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000041316715	1	1	1	Hoeflea_A
OMDBv2.0_AA_G_NR100_000230466442	1	1	1	Unknown JACOMY01
OMDBv2.0_AA_G_NR100_000054141362	1	1	1	Henriciella
OMDBv2.0_AA_G_NR100_000153427842	1	1	1	Anderseniella
OMDBv2.0_AA_G_NR100_000137305168	1	1	1	Pseudogulbenkiania
OMDBv2.0_AA_G_NR100_000148845898	1	1	1	Chitinivorax
OMDBv2.0_AA_G_NR100_000082013498	1	1	1	Unknown Hyphomonadaceae
OMDBv2.0_AA_G_NR100_000138632383	1	1	1	Hyphomicrobium_B
OMDBv2.0_AA_G_NR100_000227915587	1	1	1	JBDVPM01
OMDBv2.0_AA_G_NR100_000141714758	1	1	1	Sphingorhabdus_B
OMDBv2.0_AA_G_NR100_000043697244	1	1	1	JASJBI01
OMDBv2.0_AA_G_NR100_000099961792	1	1	1	Azophilus
OMDBv2.0_AA_G_NR100_000145792494	1	1	1	Paramagnetospirillum
OMDBv2.0_AA_G_NR100_000170355916	1	1	1	Unknown Kiloniellaceae
OMDBv2.0_AA_G_NR100_000248849335	1	1	1	SMWC01
OMDBv2.0_AA_G_NR100_000068826910	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000198398755	1	1	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000147482124	1	1	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000051102983	1	1	1	CAKMZR01
OMDBv2.0_AA_G_NR100_000145977986	1	1	1	Alteripontixanthobacter
OMDBv2.0_AA_G_NR100_000229232803	1	1	1	JBGSYN01
OMDBv2.0_AA_G_NR100_000228120751	1	1	1	Alteriqipengyuania_B
OMDBv2.0_AA_G_NR100_000160322648	1	1	1	Unknown VGDZ01
OMDBv2.0_AA_G_NR100_000192649361	1	1	1	JAVJON01
OMDBv2.0_AA_G_NR100_000068826659	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000246085091	1	1	1	JALEGB01
OMDBv2.0_AA_G_NR100_000140715022	1	1	1	Prosthecodimorpha
OMDBv2.0_AA_G_NR100_000229809481	1	1	1	Croceicoccus
OMDBv2.0_AA_G_NR100_000245261106	1	1	1	Unknown Holosporales
OMDBv2.0_AA_G_NR100_000087873742	1	1	1	SMXP01
OMDBv2.0_AA_G_NR100_000150982165	1	1	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000127346840	1	1	1	WFPA01
OMDBv2.0_AA_G_NR100_000139629716	1	1	1	Caballeronia
OMDBv2.0_AA_G_NR100_000151300408	1	1	1	Pseudomaricurvus
OMDBv2.0_AA_G_NR100_000160265653	1	1	1	Unknown Microscillaceae
OMDBv2.0_AA_G_NR100_000062300434	1	1	1	Unknown DSM-21967
OMDBv2.0_AA_G_NR100_000146060176	1	1	1	Alkalilacustris
