target_id	genome	evidence_tier	protein_length	ref_accession	ref_length	pident	alnlen	evalue	qcov	tcov	length_ratio_query_to_ref
OMDBv2.0_AA_G_NR100_000161831418	SCHR19-1_SAMN09405967_MAG_00000003	Catalytic triad complete	611	A0A2T5BV79	593	70.100	596	2.967E-296	0.975	0.997	1.0304
OMDBv2.0_AA_G_NR100_000149525784	RSGB23-1_GCF-007556585-V1_GENO_10000001	Catalytic triad complete	601	A0A554WVC5	600	85.400	596	0.000E+00	0.990	0.993	1.0017
OMDBv2.0_AA_G_NR100_000037313264	CAOS20-1_SAMN13674977-S010_MAG_00000089	Catalytic triad complete	598	A0A1H0JBJ9	597	75.100	591	2.065E-317	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000144648628	RSGB23-1_GCF-002954615-V1_GENO_10000001	Catalytic triad complete	592	A0A1Y6MH97	591	83.500	590	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000161238971	SCHR19-1_SAMN09405928_MAG_00000001	Catalytic triad complete	606	A0A238J6H5	600	72.200	605	2.561E-303	0.998	1.000	1.0100
OMDBv2.0_AA_G_NR100_000082735722	KOPF15-1_SAMEA7422981_MAG_00000001	Catalytic triad complete	612	A0A0U1NJH9	611	98.600	611	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000107220471	NAPP22-1_SAMN15346755_MAG_00000028	Catalytic triad complete	612	A0A420WIX5	559	90.100	559	0.000E+00	0.913	1.000	1.0948
OMDBv2.0_AA_G_NR100_000032732658	BPAM22-1_SAMN08954332_MAG_00000004	Catalytic triad complete	560	A0A420WIX5	559	81.200	559	1.413E-321	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000107379716	NAPP22-1_SAMN15346757_MAG_00000005	Catalytic triad complete	560	A0A420WIX5	559	83.300	559	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000034577559	BPAM22-1_SAMN08954329_MAG_00000024	Catalytic triad complete	524	A0A918KIT1	559	85.800	523	8.028E-317	0.998	0.936	0.9374
OMDBv2.0_AA_G_NR100_000032807697	BPAM22-1_SAMN08954258_MAG_00000002	HMM-supported (no triad)	191	A0A420WIX5	559	83.600	190	1.142E-115	0.995	0.340	0.3417
OMDBv2.0_AA_G_NR100_000102682769	MARK18-1_SAMN08606348_MAG_00000003	HMM-supported (no triad)	122	A0A1Y0EA09	611	93.300	121	1.531E-79	0.992	0.198	0.1997
OMDBv2.0_AA_G_NR100_000234129491	WIND23-1_Gp0561260-S001_MAG_00000056	Catalytic triad complete	597	A0A1I4ETA6	596	99.400	596	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000245093836	ZHEN15-1_SAMN22350789_MAG_00000018	Catalytic triad complete	599	A0A1R3WUG2	610	94.100	598	0.000E+00	0.998	0.980	0.9820
OMDBv2.0_AA_G_NR100_000102323845	MARK18-1_SAMN08606324_MAG_00000005	Catalytic triad complete	598	A0A1M5L353	598	78.000	596	0.000E+00	0.997	0.997	1.0000
OMDBv2.0_AA_G_NR100_000181373786	TAOJ22-1_SAMN27365862_MAG_00000250	Catalytic triad complete	598	A0A4U7N6R1	597	83.000	597	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000228211358	WANG22-1_SAMN08714533-S082_MAG_00000014	Catalytic triad complete	598	A0A1Y5RPS4	597	71.000	597	1.345E-297	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000199036714	TARA_SAMEA2732853_MAG_00000006	HMM-supported (no triad)	397	A0AA86MBD7	612	89.100	387	1.691E-229	0.975	0.632	0.6487
OMDBv2.0_AA_G_NR100_000142227294	RSGB23-1_GCF-002162375-V1_GENO_10000001	Catalytic triad complete	613	A0ABY6N775	602	65.400	599	5.295E-276	0.977	0.990	1.0183
OMDBv2.0_AA_G_NR100_000150062163	RSGB23-1_GCF-008271465-V1_GENO_10000001	Catalytic triad complete	597	A0A3P5XCI6	604	82.500	586	0.000E+00	0.975	0.970	0.9884
OMDBv2.0_AA_G_NR100_000174473574	SUHA22-1_SAMN20336532_MAG_00000018	Catalytic triad complete	613	A0A317PS22	611	75.200	609	0.000E+00	0.993	0.997	1.0033
OMDBv2.0_AA_G_NR100_000224779863	TARA_SAMEA6055369_MAG_00000059	Catalytic triad complete	585	Q5P962	809	44.800	561	6.124E-147	0.940	0.693	0.7231
OMDBv2.0_AA_G_NR100_000010351422	ATLA15-1_SAMN03981670-S001_MAG_00000059	Catalytic triad complete	581	A0A1Y6C941	637	61.400	565	1.051E-243	0.972	0.887	0.9121
OMDBv2.0_AA_G_NR100_000212613108	TARA_SAMEA6019999_MAG_00000012	Catalytic triad complete	614	A0A4R3MCL9	601	65.100	585	1.407E-278	0.953	0.973	1.0216
OMDBv2.0_AA_G_NR100_000001179876	AGAR17-1_SAMN04939363_MAG_00000006	Catalytic triad complete	602	A0A4V2UPU4	597	71.700	588	8.224E-307	0.977	0.985	1.0084
OMDBv2.0_AA_G_NR100_000212158924	TARA_SAMEA6017928_MAG_00000015	Catalytic triad complete	605	A0A840C9G0	599	51.200	567	1.180E-184	0.931	0.947	1.0100
OMDBv2.0_AA_G_NR100_000140207486	RSGB23-1_GCF-000813925-V1_GENO_10000001	Catalytic triad complete	601	A0ABY5WMK7	600	91.500	600	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000184057685	TARA_SAMEA2619507_MAG_00000031	Catalytic triad complete	607	A0A1I6ZFM4	604	69.800	606	5.220E-294	0.998	0.995	1.0050
OMDBv2.0_AA_G_NR100_000158307659	ZHEN20-1_SAMN07748058_MAG_00000125	Catalytic triad complete	602	A0ABT7EUP9	601	73.700	595	2.236E-316	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000104851224	MEHR18-1_SAMN03444961_MAG_00000208	Catalytic triad complete	613	L0DV70	356	43.700	349	1.274E-87	0.569	0.969	1.7219
OMDBv2.0_AA_G_NR100_000169603830	SILV23-1_SAMEA6872367_MAG_00000014	Catalytic triad complete	613	A0A7Y8GUU5	614	84.500	613	0.000E+00	0.997	0.998	0.9984
OMDBv2.0_AA_G_NR100_000084069885	TARA_SAMEA6000258_MAG_00000257	Catalytic triad complete	567	A0AAJ2F1C9	566	89.000	566	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000151665187	RSGB23-1_GCF-013376875-V1_GENO_10000001	Catalytic triad complete	567	A0AAJ2F1C9	566	94.500	566	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000242958167	ZHAN22-5_SAMN24541574_MAG_00000067	Catalytic triad complete	561	A0A916SHN2	580	75.200	580	1.257E-294	0.998	1.000	0.9672
OMDBv2.0_AA_G_NR100_000161722141	TIMM21-1_SAMN15655975_MAG_00000127	Catalytic triad complete	601	A0ACH4G603	608	55.100	556	9.787E-214	0.917	0.914	0.9885
OMDBv2.0_AA_G_NR100_000168589189	SIER19-1_SAMEA4692680_MAG_00000070	Catalytic triad complete	613	A0ACH4G603	608	55.000	557	1.593E-207	0.900	0.916	1.0082
OMDBv2.0_AA_G_NR100_000109032964	NGUY21-1_SAMN17524320_MAG_00000148	Catalytic triad complete	532	A0A967C673	601	59.100	526	4.220E-222	0.989	0.875	0.8852
OMDBv2.0_AA_G_NR100_000098270672	LUOR22-1_SAMEA13322666_MAG_00000119	Catalytic triad complete	597	A0ABU5EAP6	599	57.100	593	4.405E-235	0.987	0.990	0.9967
OMDBv2.0_AA_G_NR100_000000297859	COLL22-1_SAMN16929973_MAG_00000025	Catalytic triad complete	602	A0ABY0SG89	601	92.000	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000162145781	SCHR19-1_SAMN09406001_MAG_00000003	Catalytic triad complete	602	A0A7W6M8H4	601	86.800	600	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000047400148	WIND23-1_Gp0561256-S001_MAG_00000094	HMM-supported (no triad)	202	A0ABY0SG89	601	90.500	201	6.356E-131	0.995	0.334	0.3361
OMDBv2.0_AA_G_NR100_000035579460	BRAZ22-1_SAMN16557391-S011_MAG_00000017	Catalytic triad complete	602	A0A1I6ZFM4	604	76.000	600	0.000E+00	0.997	0.993	0.9967
OMDBv2.0_AA_G_NR100_000246027939	ZHEN20-1_SAMN07748058_MAG_00000162	Catalytic triad complete	596	A0A011T1J1	583	72.400	578	1.113E-296	0.970	0.991	1.0223
OMDBv2.0_AA_G_NR100_000148542350	RSGB23-1_GCF-004921845-V1_GENO_10000001	HMM-supported (no triad)	127	Q5ZWI8	595	99.200	126	4.064E-87	0.992	0.212	0.2134
OMDBv2.0_AA_G_NR100_000054502579	DRIS22-1_SAMN24661246_MAG_00000010	Catalytic triad complete	607	A0ABU5EAP6	599	54.900	584	9.243E-223	0.954	0.975	1.0134
OMDBv2.0_AA_G_NR100_000171473302	SOLA22-1_SAMEA7060531_MAG_00000155	Catalytic triad complete	385	A0A1M6ZAU3	559	53.900	382	1.398E-147	0.992	0.683	0.6887
OMDBv2.0_AA_G_NR100_000171667586	SOLA22-1_SAMEA7060533_MAG_00000092	Catalytic triad complete	564	A0A7I8BXD7	580	47.100	535	1.397E-169	0.949	0.922	0.9724
OMDBv2.0_AA_G_NR100_000148858147	RSGB23-1_GCF-005503535-V1_GENO_10000001	Catalytic triad complete	612	A0ABX6MTX5	611	95.400	611	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000033158109	BPAM22-1_SAMN08954266_MAG_00000062	Catalytic triad complete	616	Q9F4K5	587	49.300	589	4.265E-186	0.956	0.990	1.0494
OMDBv2.0_AA_G_NR100_000145959188	RSGB23-1_GCF-003335215-V1_GENO_10000001	Catalytic triad complete	617	A0A368L737	616	100.000	616	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000184908589	TARA_SAMEA2619815_MAG_00000012	Catalytic triad complete	589	D8IXL9	832	45.400	557	9.729E-147	0.935	0.669	0.7079
OMDBv2.0_AA_G_NR100_000157646519	SANC23-1_SAMEA110646508_MAG_00000088	Catalytic triad complete	575	D8IXL9	832	44.200	546	6.020E-142	0.939	0.656	0.6911
OMDBv2.0_AA_G_NR100_000228400229	WANG22-1_SAMN08714533-S078_MAG_00000047	Catalytic triad complete	589	D8IXL9	832	44.100	557	7.713E-145	0.935	0.669	0.7079
OMDBv2.0_AA_G_NR100_000229998568	WANG22-1_SAMN08714533-S101_MAG_00000010	Catalytic triad complete	491	Q5P962	809	28.700	216	4.828E-19	0.440	0.265	0.6069
OMDBv2.0_AA_G_NR100_000182523246	TAOJ22-1_SAMN27365862_MAG_00000231	Catalytic triad complete	350	A0A0K8MDT7	380	27.200	299	1.935E-23	0.854	0.750	0.9211
OMDBv2.0_AA_G_NR100_000220122703	TARA_SAMEA6041535_MAG_00000146	Catalytic triad complete	410	A0A0K8MDT7	380	28.500	299	2.001E-20	0.729	0.750	1.0789
OMDBv2.0_AA_G_NR100_000201695947	WIND23-1_Gp0561260-S001_MAG_00000151	Catalytic triad complete	421	A0A0K8MDT7	380	28.400	308	1.242E-21	0.732	0.761	1.1079
OMDBv2.0_AA_G_NR100_000140563293	RSGB23-1_GCF-001038505-V1_GENO_10000001	Catalytic triad complete	423	A0A0K8MDT7	380	28.200	328	2.931E-23	0.775	0.803	1.1132
OMDBv2.0_AA_G_NR100_000070781995	KAGO19-1_SAMD00074006_MAG_00000005	Catalytic triad complete	424	A0A0K8MDT7	380	31.300	286	2.893E-24	0.675	0.716	1.1158
OMDBv2.0_AA_G_NR100_000175232434	SUMM22-1_SAMN21164823_MAG_00000005	Catalytic triad complete	424	A0A0K8MDT7	380	28.400	300	5.180E-24	0.708	0.753	1.1158
OMDBv2.0_AA_G_NR100_000152832343	RSGB23-1_GCF-017798205-V1_GENO_10000001	Catalytic triad complete	425	A0A0K8MDT7	380	27.900	299	1.677E-23	0.704	0.750	1.1184
OMDBv2.0_AA_G_NR100_000082062381	KOPF15-1_SAMEA7422969_MAG_00000049	Catalytic triad complete	426	A0A0K8MDT7	380	29.500	299	6.900E-25	0.702	0.750	1.1211
OMDBv2.0_AA_G_NR100_000199174572	TARA_SAMEA4396489_MAG_00000018	Catalytic triad complete	426	A0A0K8MDT7	380	27.000	299	1.742E-21	0.702	0.750	1.1211
OMDBv2.0_AA_G_NR100_000167111417	SHIN18-1_SAMEA104707371_MAG_00000053	Catalytic triad complete	427	A0A0K8MDT7	380	27.500	308	3.132E-21	0.721	0.761	1.1237
OMDBv2.0_AA_G_NR100_000042102106	CAST23-2_SAMN12109742_MAG_00000021	Catalytic triad complete	429	A0A0K8MDT7	380	27.200	299	2.982E-25	0.697	0.750	1.1289
OMDBv2.0_AA_G_NR100_000233481938	WILS17-1_SAMN21216439_MAG_00000038	Catalytic triad complete	429	A0A0K8MDT7	380	28.600	304	2.982E-25	0.709	0.763	1.1289
OMDBv2.0_AA_G_NR100_000182755497	THRA17-1_SAMN05791319_MAG_00000027	Catalytic triad complete	433	A0A0K8MDT7	380	29.900	299	3.030E-26	0.691	0.750	1.1395
OMDBv2.0_AA_G_NR100_000243076222	ZHAN22-5_SAMN24541585_MAG_00000013	Catalytic triad complete	436	A0A0K8MDT7	380	29.800	304	1.889E-23	0.697	0.763	1.1474
OMDBv2.0_AA_G_NR100_000186168758	TARA_SAMEA2620078_MAG_00000009	Catalytic triad complete	444	A0A0K8MDT7	380	28.400	299	1.543E-21	0.673	0.750	1.1684
OMDBv2.0_AA_G_NR100_000229918096	WANG22-1_SAMN08714533-S099_MAG_00000027	Catalytic triad complete	425	A0A0K8MDT7	380	28.200	299	3.045E-22	0.704	0.750	1.1184
OMDBv2.0_AA_G_NR100_000243004905	ZHAN22-5_SAMN24541584_MAG_00000054	Catalytic triad complete	426	A0A0K8MDT7	380	28.200	300	4.138E-20	0.704	0.753	1.1211
OMDBv2.0_AA_G_NR100_000084029868	KRUG19-1_SAMN06264407_MAG_00000116	Catalytic triad complete	428	A0A0K8MDT7	380	28.300	299	4.138E-23	0.699	0.750	1.1263
OMDBv2.0_AA_G_NR100_000077657835	KOPF15-1_SAMEA7392435_MAG_00000034	Catalytic triad complete	429	A0A0K8MDT7	380	27.700	308	1.714E-24	0.718	0.768	1.1289
OMDBv2.0_AA_G_NR100_000023169895	BPAM22-1_SAMN07483497_MAG_00000009	Catalytic triad complete	417	A0A0K8MDT7	380	29.500	306	1.986E-24	0.734	0.761	1.0974
OMDBv2.0_AA_G_NR100_000147343911	RSGB23-1_GCF-003970735-V1_GENO_10000001	Catalytic triad complete	422	A0A0K8MDT7	380	28.200	303	2.041E-25	0.718	0.761	1.1105
OMDBv2.0_AA_G_NR100_000228241498	WANG22-1_SAMN08714533-S086_MAG_00000049	Catalytic triad complete	423	A0A0K8MDT7	380	30.300	299	2.769E-25	0.707	0.750	1.1132
OMDBv2.0_AA_G_NR100_000083316355	KRUG19-1_SAMN03169777_MAG_00000050	Catalytic triad complete	424	A0A0K8MDT7	380	27.500	304	3.756E-25	0.717	0.755	1.1158
OMDBv2.0_AA_G_NR100_000245020734	ZHEN15-1_SAMN22350798_MAG_00000023	Catalytic triad complete	424	A0A0K8MDT7	380	28.900	294	3.014E-22	0.693	0.729	1.1158
OMDBv2.0_AA_G_NR100_000209766300	TARA_SAMEA6010366_MAG_00000155	HMM-supported (no triad)	172	Q5P962	809	31.900	140	2.038E-15	0.791	0.173	0.2126
OMDBv2.0_AA_G_NR100_000189867387	TARA_SAMEA2621528_MAG_00000034	Catalytic triad complete	365	D8IXL9	832	41.100	360	1.181E-85	0.962	0.433	0.4387
OMDBv2.0_AA_G_NR100_000207602023	TARA_SAMEA6006193_MAG_00000048	Catalytic triad complete	588	D8IXL9	832	43.900	561	4.307E-143	0.935	0.674	0.7067
OMDBv2.0_AA_G_NR100_000161240356	SCHR19-1_SAMN09405928_MAG_00000001	Catalytic triad complete	597	D8IXL9	832	45.700	556	7.896E-148	0.925	0.668	0.7175
OMDBv2.0_AA_G_NR100_000143003370	RSGB23-1_GCF-002504165-V1_GENO_10000001	Catalytic triad complete	617	A0A1G8JVH1	598	71.700	585	2.255E-300	0.948	0.978	1.0318
OMDBv2.0_AA_G_NR100_000181268390	TAOJ22-1_SAMN27365854_MAG_00000106	Catalytic triad complete	426	A0A0K8MDT7	380	28.500	316	2.147E-25	0.742	0.795	1.1211
OMDBv2.0_AA_G_NR100_000150726023	RSGB23-1_GCF-009765275-V1_GENO_10000001	Catalytic triad complete	427	A0A0K8MDT7	380	29.300	299	7.171E-24	0.700	0.750	1.1237
OMDBv2.0_AA_G_NR100_000001425827	ALNE18-1_SAMEA104408605_MAG_00000038	Catalytic triad complete	429	A0A0K8MDT7	380	27.200	299	5.344E-25	0.697	0.750	1.1289
OMDBv2.0_AA_G_NR100_000181172774	WANG22-1_SAMN08714535-S001_MAG_00000005	Catalytic triad complete	429	A0A0K8MDT7	380	30.300	319	1.242E-25	0.744	0.803	1.1289
OMDBv2.0_AA_G_NR100_000137247040	RSGB23-1_GCF-000170875-V1_GENO_10000001	Catalytic triad complete	433	A0A0K8MDT7	380	26.000	333	1.025E-23	0.769	0.816	1.1395
OMDBv2.0_AA_G_NR100_000167385267	SHIN18-1_SAMEA104707374_MAG_00000090	Catalytic triad complete	59	A0A1H9H9F7	619	82.100	56	1.520E-28	0.949	0.090	0.0953
OMDBv2.0_AA_G_NR100_000082135793	KOPF15-1_SAMEA7422977_MAG_00000102	Catalytic triad complete	67	A0A2C9D4L6	613	54.600	64	3.102E-24	0.955	0.104	0.1093
OMDBv2.0_AA_G_NR100_000145297410	RSGB23-1_GCF-003116135-V1_GENO_10000001	Catalytic triad complete	73	A0A4R3MFT3	618	35.800	131	1.602E-20	0.959	0.212	0.1181
OMDBv2.0_AA_G_NR100_000147423860	RSGB23-1_GCF-003991405-V1_GENO_10000001	Catalytic triad complete	431	A0A0K8MDT7	380	28.600	299	1.791E-23	0.694	0.750	1.1342
OMDBv2.0_AA_G_NR100_000172189853	SOME21-1_SAMN12878115_MAG_00000083	Catalytic triad complete	435	A0A0K8MDT7	380	28.700	304	7.202E-27	0.699	0.763	1.1447
OMDBv2.0_AA_G_NR100_000088881055	RSGB23-1_GCF-000152965-V1_GENO_10000001	Catalytic triad complete	437	A0A0K8MDT7	380	29.800	299	3.353E-24	0.684	0.750	1.1500
OMDBv2.0_AA_G_NR100_000047696360	COLL22-1_SAMN16929950_MAG_00000056	Catalytic triad complete	420	A0A0K8MDT7	380	28.400	290	1.108E-25	0.690	0.729	1.1053
OMDBv2.0_AA_G_NR100_000112998324	OBRI24-1_SAMEA115094353_MAG_00000021	Catalytic triad complete	260	A0A0K8MDT7	380	28.700	231	1.045E-18	0.888	0.553	0.6842
OMDBv2.0_AA_G_NR100_000076713761	KOPF15-1_SAMEA3275603_MAG_00000003	Catalytic triad complete	387	A0A0K8MDT7	380	28.300	328	4.077E-25	0.848	0.803	1.0184
OMDBv2.0_AA_G_NR100_000062349217	HABI22-1_SAMN26919641_MAG_00000018	Catalytic triad complete	66	A0ABZ0PWM0	559	93.800	65	2.493E-41	0.985	0.116	0.1181
OMDBv2.0_AA_G_NR100_000034346177	BPAM22-1_SAMN08954334_MAG_00000029	Catalytic triad complete	72	A0A059FW23	565	70.000	70	1.145E-32	0.972	0.124	0.1274
OMDBv2.0_AA_G_NR100_000131086061	ROTH18-1_SAMN05730147-S002_MAG_00000029	Catalytic triad complete	560	A0A918KIT1	559	83.100	559	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000034742556	BPAM22-1_SAMN08954339_MAG_00000022	Catalytic triad complete	560	A0A918KIT1	559	77.800	559	4.232E-313	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000032287117	BPAM22-1_SAMN08954249_MAG_00000002	HMM-supported (no triad)	238	A0A420WIX5	559	84.300	237	1.313E-143	0.996	0.424	0.4258
OMDBv2.0_AA_G_NR100_000041877430	TARA_SAMEA2621772_MAG_00000104	Catalytic triad complete	594	A0A1R3WUG2	610	71.100	596	3.326E-289	0.995	0.977	0.9738
OMDBv2.0_AA_G_NR100_000042444544	CAST23-1_SAMN19118263_MAG_00000004	Catalytic triad complete	598	A0A1R3WUG2	610	79.200	597	0.000E+00	0.998	0.979	0.9803
OMDBv2.0_AA_G_NR100_000077157169	KOPF15-1_SAMEA7392427_MAG_00000049	Catalytic triad complete	611	A0A1Y0EA09	611	95.200	611	0.000E+00	0.998	1.000	1.0000
OMDBv2.0_AA_G_NR100_000161472359	SCHR19-1_SAMN09405940_MAG_00000019	Catalytic triad complete	598	A0A1M5L353	598	78.000	596	0.000E+00	0.997	0.997	1.0000
OMDBv2.0_AA_G_NR100_000013699249	BEMA21-1_SAMN15000293_MAG_00000032	Catalytic triad complete	606	A0A1Y5SQJ2	597	58.600	532	2.030E-212	0.876	0.891	1.0151
OMDBv2.0_AA_G_NR100_000154144146	RSGB23-2_GCF-947331465-V1_GENO_10000001	Catalytic triad complete	598	A0A1I4FX80	586	88.100	584	0.000E+00	0.977	0.997	1.0205
OMDBv2.0_AA_G_NR100_000226925788	WANG22-1_SAMN08714533-S003_MAG_00000028	Catalytic triad complete	315	A0A238KKZ1	594	71.700	308	6.830E-156	0.978	0.519	0.5303
OMDBv2.0_AA_G_NR100_000102525233	MARK18-1_SAMN08606331_MAG_00000028	Catalytic triad complete	557	A0AA86MBD7	612	91.700	555	0.000E+00	0.996	0.907	0.9101
OMDBv2.0_AA_G_NR100_000040192925	CAOS20-1_SAMN13674978-S027_MAG_00000121	Catalytic triad complete	613	A0A1U6HK62	620	66.900	612	2.711E-288	0.998	0.982	0.9887
OMDBv2.0_AA_G_NR100_000161588796	SCHR19-1_SAMN09405951_MAG_00000009	Catalytic triad complete	595	A0A975P7Q1	597	79.600	546	7.452E-306	0.918	0.913	0.9966
OMDBv2.0_AA_G_NR100_000150064308	RSGB23-1_GCF-008271475-V1_GENO_10000001	Catalytic triad complete	600	A0ABY8QC06	598	79.700	599	0.000E+00	0.998	1.000	1.0033
OMDBv2.0_AA_G_NR100_000195535870	TARA_SAMEA2623054_MAG_00000030	Catalytic triad complete	612	A0A844QG53	610	68.900	593	3.931E-289	0.969	0.972	1.0033
OMDBv2.0_AA_G_NR100_000200506366	TARA_SAMEA4397215_MAG_00000083	Catalytic triad complete	586	D8IXL9	832	46.900	550	7.742E-146	0.928	0.661	0.7043
OMDBv2.0_AA_G_NR100_000030570871	BPAM22-1_SAMN08953075_MAG_00000047	Catalytic triad complete	168	B6IMP7	597	61.300	158	2.122E-66	0.940	0.263	0.2814
OMDBv2.0_AA_G_NR100_000217649277	TARA_SAMEA6034828_MAG_00000006	Catalytic triad complete	614	A0A4R3MCL9	601	65.100	585	1.407E-278	0.953	0.973	1.0216
OMDBv2.0_AA_G_NR100_000149325393	RSGB23-1_GCF-006517275-V1_GENO_10000001	Catalytic triad complete	614	A0A1G9ASB1	612	55.900	565	2.083E-218	0.919	0.923	1.0033
OMDBv2.0_AA_G_NR100_000246029684	ZHEN20-1_SAMN07748058_MAG_00000162	Catalytic triad complete	289	A0A2T6B9N3	600	98.600	288	2.044E-195	0.997	0.480	0.4817
OMDBv2.0_AA_G_NR100_000218104424	TARA_SAMEA6035844_MAG_00000021	Catalytic triad complete	455	A0A2S5JK56	614	59.700	452	5.415E-177	0.993	0.720	0.7410
OMDBv2.0_AA_G_NR100_000150456874	RSGB23-1_GCF-009363615-V1_GENO_10000001	Catalytic triad complete	601	A0A0P1I4Z2	600	89.400	599	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000154516006	SANC23-1_SAMEA110646476_MAG_00000094	Catalytic triad complete	609	A0A1M4Y0W7	590	72.300	594	1.293E-298	0.975	0.993	1.0322
OMDBv2.0_AA_G_NR100_000217108437	TARA_SAMEA6036046_MAG_00000082	Catalytic triad complete	602	A0ABT7EUP9	601	73.700	601	3.334E-320	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000107602340	NAPP22-1_SAMN15346759_MAG_00000001	Catalytic triad complete	615	A0AA97FBA1	591	68.900	582	2.731E-281	0.937	0.985	1.0406
OMDBv2.0_AA_G_NR100_000181554819	TAOJ22-1_SAMN27365862_MAG_00000092	Catalytic triad complete	615	A0ABQ2XT21	548	56.300	552	6.747E-208	0.898	0.998	1.1223
OMDBv2.0_AA_G_NR100_000027515467	BPAM22-1_SAMN07483525_MAG_00000023	Catalytic triad complete	616	A0A4S2GY34	698	55.200	590	3.844E-226	0.955	0.845	0.8825
OMDBv2.0_AA_G_NR100_000148841909	RSGB23-1_GCF-005503365-V1_GENO_10000001	Catalytic triad complete	614	A0A7Y8GUU5	614	83.600	614	0.000E+00	0.998	1.000	1.0000
OMDBv2.0_AA_G_NR100_000004444142	ALNE20-1_SAMEA6236695_MAG_00000138	Catalytic triad complete	212	A0A927FDB1	571	83.000	207	1.675E-112	0.976	0.363	0.3713
OMDBv2.0_AA_G_NR100_000002912113	ALNE18-1_SAMEA104408616_MAG_00000052	Catalytic triad complete	573	A0A927FDB1	571	88.200	568	0.000E+00	0.991	0.995	1.0035
OMDBv2.0_AA_G_NR100_000242602797	ZHAN22-5_SAMN24535026_MAG_00000040	Catalytic triad complete	593	A0A916SHN2	580	75.700	590	4.630E-299	0.995	1.000	1.0224
OMDBv2.0_AA_G_NR100_000003336917	SONG20-1_SAMN08290287_MAG_00000111	Catalytic triad complete	606	A0ACH4G603	608	55.700	556	1.088E-215	0.909	0.914	0.9967
OMDBv2.0_AA_G_NR100_000072074652	KELL22-1_SAMN22237331_MAG_00000003	Catalytic triad complete	181	A0ABP9QMY1	608	66.200	178	1.052E-79	0.983	0.293	0.2977
OMDBv2.0_AA_G_NR100_000110010138	NGUY21-1_SAMN17524325_MAG_00000010	Catalytic triad complete	532	A0A967C673	601	58.700	526	3.439E-220	0.989	0.875	0.8852
OMDBv2.0_AA_G_NR100_000098718080	LUOR22-1_SAMEA13322672_MAG_00000036	Catalytic triad complete	606	A0ABU5EAP6	599	58.400	575	7.166E-236	0.946	0.960	1.0117
OMDBv2.0_AA_G_NR100_000028600096	BPAM22-1_SAMN07483561_MAG_00000041	Catalytic triad complete	602	A0ABY0SG89	601	91.800	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000163093484	SCHR19-1_SAMN09406087_MAG_00000011	Catalytic triad complete	602	A0ABY0SG89	601	99.500	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000046925907	COLL22-1_SAMN16929928_MAG_00000043	Catalytic triad complete	313	A0ABY0SG89	601	90.300	312	4.933E-199	0.997	0.519	0.5208
OMDBv2.0_AA_G_NR100_000162199813	SCHR19-1_SAMN09406007_MAG_00000008	Catalytic triad complete	606	A0AAE3B512	601	79.400	603	0.000E+00	0.995	0.997	1.0083
OMDBv2.0_AA_G_NR100_000141282794	RSGB23-1_GCF-001632895-V1_GENO_10000001	Catalytic triad complete	567	A0ABY6RF08	566	96.600	566	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000148537196	RSGB23-1_GCF-004920695-V1_GENO_10000001	Catalytic triad complete	117	A0A377GC39	603	94.800	116	4.430E-76	0.991	0.192	0.1940
OMDBv2.0_AA_G_NR100_000057086870	FORT15-1_SAMEA3355524_MAG_00000023	Catalytic triad complete	611	A0A0M6XW01	601	55.200	591	1.846E-224	0.967	0.982	1.0166
OMDBv2.0_AA_G_NR100_000003130408	ALNE18-1_SAMEA104408621_MAG_00000065	Catalytic triad complete	317	A0A5C8PD03	602	77.500	316	4.338E-173	0.997	0.525	0.5266
